numbr,symbol,category
1555,ER_CANT_WRITE_LOCK_LOG_TABLE,common
1556,ER_CANT_LOCK_LOG_TABLE,common
1557,ER_FOREIGN_DUPLICATE_KEY_OLD_UNUSED,mysql
1558,ER_COL_COUNT_DOESNT_MATCH_PLEASE_UPDATE,common
1559,ER_TEMP_TABLE_PREVENTS_SWITCH_OUT_OF_RBR,common
1560,ER_STORED_FUNCTION_PREVENTS_SWITCH_BINLOG_FORMAT,common
1561,ER_NDB_CANT_SWITCH_BINLOG_FORMAT,mysql
1562,ER_PARTITION_NO_TEMPORARY,common
1563,ER_PARTITION_CONST_DOMAIN_ERROR,common
1564,ER_PARTITION_FUNCTION_IS_NOT_ALLOWED,common
1565,ER_DDL_LOG_ERROR,common
1566,ER_NULL_IN_VALUES_LESS_THAN,common
1567,ER_WRONG_PARTITION_NAME,common
1568,ER_CANT_CHANGE_TX_CHARACTERISTICS,common
1569,ER_DUP_ENTRY_AUTOINCREMENT_CASE,common
1570,ER_EVENT_MODIFY_QUEUE_ERROR,common
1571,ER_EVENT_SET_VAR_ERROR,common
1572,ER_PARTITION_MERGE_ERROR,common
1573,ER_CANT_ACTIVATE_LOG,common
1574,ER_RBR_NOT_AVAILABLE,common
1575,ER_BASE64_DECODE_ERROR,common
1576,ER_EVENT_RECURSION_FORBIDDEN,common
1577,ER_EVENTS_DB_ERROR,common
1578,ER_ONLY_INTEGERS_ALLOWED,common
1579,ER_UNSUPORTED_LOG_ENGINE,common
1580,ER_BAD_LOG_STATEMENT,common
1581,ER_CANT_RENAME_LOG_TABLE,common
1582,ER_WRONG_PARAMCOUNT_TO_NATIVE_FCT,common
1583,ER_WRONG_PARAMETERS_TO_NATIVE_FCT,common
1584,ER_WRONG_PARAMETERS_TO_STORED_FCT,common
1585,ER_NATIVE_FCT_NAME_COLLISION,common
1586,ER_DUP_ENTRY_WITH_KEY_NAME,common
1587,ER_BINLOG_PURGE_EMFILE,common
1588,ER_EVENT_CANNOT_CREATE_IN_THE_PAST,common
1589,ER_EVENT_CANNOT_ALTER_IN_THE_PAST,common
1590,ER_SLAVE_INCIDENT,common
1591,ER_NO_PARTITION_FOR_GIVEN_VALUE_SILENT,common
1592,ER_BINLOG_UNSAFE_STATEMENT,common
1593,ER_SLAVE_FATAL_ERROR,mariadb
1593,ER_BINLOG_FATAL_ERROR,mysql
1594,ER_SLAVE_RELAY_LOG_READ_FAILURE,common
1595,ER_SLAVE_RELAY_LOG_WRITE_FAILURE,common
1596,ER_SLAVE_CREATE_EVENT_FAILURE,common
1597,ER_SLAVE_MASTER_COM_FAILURE,common
1598,ER_BINLOG_LOGGING_IMPOSSIBLE,common
1599,ER_VIEW_NO_CREATION_CTX,common
1600,ER_VIEW_INVALID_CREATION_CTX,common
1601,ER_SR_INVALID_CREATION_CTX,common
1602,ER_TRG_CORRUPTED_FILE,common
1603,ER_TRG_NO_CREATION_CTX,common
1604,ER_TRG_INVALID_CREATION_CTX,common
1605,ER_EVENT_INVALID_CREATION_CTX,common
1606,ER_TRG_CANT_OPEN_TABLE,common
1607,ER_CANT_CREATE_SROUTINE,common
1608,ER_NEVER_USED,mysql
1609,ER_NO_FORMAT_DESCRIPTION_EVENT_BEFORE_BINLOG_STATEMENT,common
1610,ER_SLAVE_CORRUPT_EVENT,common
1611,ER_LOAD_DATA_INVALID_COLUMN,mariadb
1611,ER_LOAD_DATA_INVALID_COLUMN_UNUSED,mysql
1612,ER_LOG_PURGE_NO_FILE,common
1613,ER_XA_RBTIMEOUT,common
1614,ER_XA_RBDEADLOCK,common
1615,ER_NEED_REPREPARE,common
1616,ER_DELAYED_NOT_SUPPORTED,common
1617,WARN_NO_MASTER_INFO,common
1618,WARN_OPTION_IGNORED,common
1619,ER_PLUGIN_DELETE_BUILTIN,common
1620,WARN_PLUGIN_BUSY,common
1621,ER_VARIABLE_IS_READONLY,common
1622,ER_WARN_ENGINE_TRANSACTION_ROLLBACK,common
1623,ER_SLAVE_HEARTBEAT_FAILURE,common
1624,ER_SLAVE_HEARTBEAT_VALUE_OUT_OF_RANGE,common
1625,ER_NDB_REPLICATION_SCHEMA_ERROR,mysql
1626,ER_CONFLICT_FN_PARSE_ERROR,common
1627,ER_EXCEPTIONS_WRITE_ERROR,common
1628,ER_TOO_LONG_TABLE_COMMENT,common
1629,ER_TOO_LONG_FIELD_COMMENT,common
1630,ER_FUNC_INEXISTENT_NAME_COLLISION,common
1631,ER_DATABASE_NAME,common
1632,ER_TABLE_NAME,common
1633,ER_PARTITION_NAME,common
1634,ER_SUBPARTITION_NAME,common
1635,ER_TEMPORARY_NAME,common
1636,ER_RENAMED_NAME,common
1637,ER_TOO_MANY_CONCURRENT_TRXS,common
1638,WARN_NON_ASCII_SEPARATOR_NOT_IMPLEMENTED,common
1639,ER_DEBUG_SYNC_TIMEOUT,common
1640,ER_DEBUG_SYNC_HIT_LIMIT,common
1641,ER_DUP_SIGNAL_SET,common
1642,ER_SIGNAL_WARN,common
1643,ER_SIGNAL_NOT_FOUND,common
1644,ER_SIGNAL_EXCEPTION,common
1645,ER_RESIGNAL_WITHOUT_ACTIVE_HANDLER,common
1646,ER_SIGNAL_BAD_CONDITION_TYPE,common
1647,WARN_COND_ITEM_TRUNCATED,common
1648,ER_COND_ITEM_TOO_LONG,common
1649,ER_UNKNOWN_LOCALE,common
1650,ER_SLAVE_IGNORE_SERVER_IDS,common
1651,ER_QUERY_CACHE_DISABLED,common
1652,ER_SAME_NAME_PARTITION_FIELD,common
1653,ER_PARTITION_COLUMN_LIST_ERROR,common
1654,ER_WRONG_TYPE_COLUMN_VALUE_ERROR,common
1655,ER_TOO_MANY_PARTITION_FUNC_FIELDS_ERROR,common
1656,ER_MAXVALUE_IN_VALUES_IN,common
1657,ER_TOO_MANY_VALUES_ERROR,common
1658,ER_ROW_SINGLE_PARTITION_FIELD_ERROR,common
1659,ER_FIELD_TYPE_NOT_ALLOWED_AS_PARTITION_FIELD,common
1660,ER_PARTITION_FIELDS_TOO_LONG,common
1661,ER_BINLOG_ROW_ENGINE_AND_STMT_ENGINE,common
1662,ER_BINLOG_ROW_MODE_AND_STMT_ENGINE,common
1663,ER_BINLOG_UNSAFE_AND_STMT_ENGINE,common
1664,ER_BINLOG_ROW_INJECTION_AND_STMT_ENGINE,common
1665,ER_BINLOG_STMT_MODE_AND_ROW_ENGINE,common
1666,ER_BINLOG_ROW_INJECTION_AND_STMT_MODE,common
1667,ER_BINLOG_MULTIPLE_ENGINES_AND_SELF_LOGGING_ENGINE,common
1668,ER_BINLOG_UNSAFE_LIMIT,common
1669,ER_BINLOG_UNSAFE_INSERT_DELAYED,mariadb
1670,ER_BINLOG_UNSAFE_SYSTEM_TABLE,common
1671,ER_BINLOG_UNSAFE_AUTOINC_COLUMNS,common
1672,ER_BINLOG_UNSAFE_UDF,common
1673,ER_BINLOG_UNSAFE_SYSTEM_VARIABLE,common
1674,ER_BINLOG_UNSAFE_SYSTEM_FUNCTION,common
1675,ER_BINLOG_UNSAFE_NONTRANS_AFTER_TRANS,common
1676,ER_MESSAGE_AND_STATEMENT,common
1677,ER_SLAVE_CONVERSION_FAILED,common
1678,ER_SLAVE_CANT_CREATE_CONVERSION,common
1679,ER_INSIDE_TRANSACTION_PREVENTS_SWITCH_BINLOG_FORMAT,common
1680,ER_PATH_LENGTH,common
1681,ER_WARN_DEPRECATED_SYNTAX_NO_REPLACEMENT,common
1682,ER_WRONG_NATIVE_TABLE_STRUCTURE,common
1683,ER_WRONG_PERFSCHEMA_USAGE,common
1684,ER_WARN_I_S_SKIPPED_TABLE,common
1685,ER_INSIDE_TRANSACTION_PREVENTS_SWITCH_BINLOG_DIRECT,common
1686,ER_STORED_FUNCTION_PREVENTS_SWITCH_BINLOG_DIRECT,common
1687,ER_SPATIAL_MUST_HAVE_GEOM_COL,common
1688,ER_TOO_LONG_INDEX_COMMENT,common
1689,ER_LOCK_ABORTED,common
1690,ER_DATA_OUT_OF_RANGE,common
1691,ER_WRONG_SPVAR_TYPE_IN_LIMIT,common
1692,ER_BINLOG_UNSAFE_MULTIPLE_ENGINES_AND_SELF_LOGGING_ENGINE,common
1693,ER_BINLOG_UNSAFE_MIXED_STATEMENT,common
1694,ER_INSIDE_TRANSACTION_PREVENTS_SWITCH_SQL_LOG_BIN,common
1695,ER_STORED_FUNCTION_PREVENTS_SWITCH_SQL_LOG_BIN,common
1696,ER_FAILED_READ_FROM_PAR_FILE,common
1697,ER_VALUES_IS_NOT_INT_TYPE_ERROR,common
1698,ER_ACCESS_DENIED_NO_PASSWORD_ERROR,common
1699,ER_SET_PASSWORD_AUTH_PLUGIN,common
1700,ER_GRANT_PLUGIN_USER_EXISTS,common
1701,ER_TRUNCATE_ILLEGAL_FK,common
1702,ER_PLUGIN_IS_PERMANENT,common
1703,ER_SLAVE_HEARTBEAT_VALUE_OUT_OF_RANGE_MIN,common
1704,ER_SLAVE_HEARTBEAT_VALUE_OUT_OF_RANGE_MAX,common
1705,ER_STMT_CACHE_FULL,common
1706,ER_MULTI_UPDATE_KEY_CONFLICT,common
1707,ER_TABLE_NEEDS_REBUILD,common
1708,WARN_OPTION_BELOW_LIMIT,common
1709,ER_INDEX_COLUMN_TOO_LONG,common
1710,ER_ERROR_IN_TRIGGER_BODY,common
1711,ER_ERROR_IN_UNKNOWN_TRIGGER_BODY,common
1712,ER_INDEX_CORRUPT,common
1713,ER_UNDO_RECORD_TOO_BIG,common
1714,ER_BINLOG_UNSAFE_INSERT_IGNORE_SELECT,common
1715,ER_BINLOG_UNSAFE_INSERT_SELECT_UPDATE,common
1716,ER_BINLOG_UNSAFE_REPLACE_SELECT,common
1717,ER_BINLOG_UNSAFE_CREATE_IGNORE_SELECT,common
1718,ER_BINLOG_UNSAFE_CREATE_REPLACE_SELECT,common
1719,ER_BINLOG_UNSAFE_UPDATE_IGNORE,common
1720,ER_PLUGIN_NO_UNINSTALL,mysql
1721,ER_PLUGIN_NO_INSTALL,mysql
1722,ER_BINLOG_UNSAFE_WRITE_AUTOINC_SELECT,common
1723,ER_BINLOG_UNSAFE_CREATE_SELECT_AUTOINC,common
1724,ER_BINLOG_UNSAFE_INSERT_TWO_KEYS,common
1725,ER_TABLE_IN_FK_CHECK,mysql
1726,ER_VERS_NOT_ALLOWED,mariadb
1726,ER_UNSUPPORTED_ENGINE,mysql
1727,ER_BINLOG_UNSAFE_AUTOINC_NOT_FIRST,common
1728,ER_CANNOT_LOAD_FROM_TABLE_V2,common
1729,ER_MASTER_DELAY_VALUE_OUT_OF_RANGE,common
1730,ER_ONLY_FD_AND_RBR_EVENTS_ALLOWED_IN_BINLOG_STATEMENT,common
1731,ER_PARTITION_EXCHANGE_DIFFERENT_OPTION,common
1732,ER_PARTITION_EXCHANGE_PART_TABLE,common
1733,ER_PARTITION_EXCHANGE_TEMP_TABLE,common
1734,ER_PARTITION_INSTEAD_OF_SUBPARTITION,common
1735,ER_UNKNOWN_PARTITION,common
1736,ER_TABLES_DIFFERENT_METADATA,common
1737,ER_ROW_DOES_NOT_MATCH_PARTITION,common
1738,ER_BINLOG_CACHE_SIZE_GREATER_THAN_MAX,common
1739,ER_WARN_INDEX_NOT_APPLICABLE,common
1740,ER_PARTITION_EXCHANGE_FOREIGN_KEY,common
1741,ER_NO_SUCH_KEY_VALUE,common
1742,ER_VALUE_TOO_LONG,mariadb
1742,ER_RPL_INFO_DATA_TOO_LONG,mysql
1743,ER_NETWORK_READ_EVENT_CHECKSUM_FAILURE,common
1744,ER_BINLOG_READ_EVENT_CHECKSUM_FAILURE,common
1745,ER_BINLOG_STMT_CACHE_SIZE_GREATER_THAN_MAX,common
1746,ER_CANT_UPDATE_TABLE_IN_CREATE_TABLE_SELECT,common
1747,ER_PARTITION_CLAUSE_ON_NONPARTITIONED,common
1748,ER_ROW_DOES_NOT_MATCH_GIVEN_PARTITION_SET,common
1749,ER_NO_SUCH_PARTITION__UNUSED,mysql
1750,ER_CHANGE_RPL_INFO_REPOSITORY_FAILURE,common
1751,ER_WARNING_NOT_COMPLETE_ROLLBACK_WITH_CREATED_TEMP_TABLE,common
1752,ER_WARNING_NOT_COMPLETE_ROLLBACK_WITH_DROPPED_TEMP_TABLE,common
1753,ER_MTS_FEATURE_IS_NOT_SUPPORTED,common
1754,ER_MTS_UPDATED_DBS_GREATER_MAX,common
1755,ER_MTS_CANT_PARALLEL,common
1756,ER_MTS_INCONSISTENT_DATA,common
1757,ER_FULLTEXT_NOT_SUPPORTED_WITH_PARTITIONING,common
1758,ER_DA_INVALID_CONDITION_NUMBER,common
1759,ER_INSECURE_PLAIN_TEXT,common
1760,ER_INSECURE_CHANGE_MASTER,common
1761,ER_FOREIGN_DUPLICATE_KEY_WITH_CHILD_INFO,common
1762,ER_FOREIGN_DUPLICATE_KEY_WITHOUT_CHILD_INFO,common
1763,ER_SQLTHREAD_WITH_SECURE_SLAVE,common
1764,ER_TABLE_HAS_NO_FT,common
1765,ER_VARIABLE_NOT_SETTABLE_IN_SF_OR_TRIGGER,common
1766,ER_VARIABLE_NOT_SETTABLE_IN_TRANSACTION,common
1767,ER_GTID_NEXT_IS_NOT_IN_GTID_NEXT_LIST,common
1768,ER_CANT_CHANGE_GTID_NEXT_IN_TRANSACTION_WHEN_GTID_NEXT_LIST_IS_NULL,mariadb
1768,ER_CANT_CHANGE_GTID_NEXT_IN_TRANSACTION,mysql
1769,ER_SET_STATEMENT_CANNOT_INVOKE_FUNCTION,common
1770,ER_GTID_NEXT_CANT_BE_AUTOMATIC_IF_GTID_NEXT_LIST_IS_NON_NULL,common
1771,ER_SKIPPING_LOGGED_TRANSACTION,common
1772,ER_MALFORMED_GTID_SET_SPECIFICATION,common
1773,ER_MALFORMED_GTID_SET_ENCODING,common
1774,ER_MALFORMED_GTID_SPECIFICATION,common
1775,ER_GNO_EXHAUSTED,common
1776,ER_BAD_SLAVE_AUTO_POSITION,common
1777,ER_AUTO_POSITION_REQUIRES_GTID_MODE_ON,mariadb
1777,ER_AUTO_POSITION_REQUIRES_GTID_MODE_NOT_OFF,mysql
1778,ER_CANT_DO_IMPLICIT_COMMIT_IN_TRX_WHEN_GTID_NEXT_IS_SET,common
1779,ER_GTID_MODE_2_OR_3_REQUIRES_ENFORCE_GTID_CONSISTENCY_ON,mariadb
1779,ER_GTID_MODE_ON_REQUIRES_ENFORCE_GTID_CONSISTENCY_ON,mysql
1780,ER_GTID_MODE_REQUIRES_BINLOG,common
1781,ER_CANT_SET_GTID_NEXT_TO_GTID_WHEN_GTID_MODE_IS_OFF,common
1782,ER_CANT_SET_GTID_NEXT_TO_ANONYMOUS_WHEN_GTID_MODE_IS_ON,common
1783,ER_CANT_SET_GTID_NEXT_LIST_TO_NON_NULL_WHEN_GTID_MODE_IS_OFF,common
1784,ER_FOUND_GTID_EVENT_WHEN_GTID_MODE_IS_OFF,mariadb
1784,ER_FOUND_GTID_EVENT_WHEN_GTID_MODE_IS_OFF__UNUSED,mysql
1785,ER_GTID_UNSAFE_NON_TRANSACTIONAL_TABLE,common
1786,ER_GTID_UNSAFE_CREATE_SELECT,common
1787,ER_GTID_UNSAFE_CREATE_DROP_TEMPORARY_TABLE_IN_TRANSACTION,common
1788,ER_GTID_MODE_CAN_ONLY_CHANGE_ONE_STEP_AT_A_TIME,common
1789,ER_MASTER_HAS_PURGED_REQUIRED_GTIDS,common
1790,ER_CANT_SET_GTID_NEXT_WHEN_OWNING_GTID,common
1791,ER_UNKNOWN_EXPLAIN_FORMAT,common
1792,ER_CANT_EXECUTE_IN_READ_ONLY_TRANSACTION,common
1793,ER_TOO_LONG_TABLE_PARTITION_COMMENT,common
1794,ER_SLAVE_CONFIGURATION,common
1795,ER_INNODB_FT_LIMIT,common
1796,ER_INNODB_NO_FT_TEMP_TABLE,common
1797,ER_INNODB_FT_WRONG_DOCID_COLUMN,common
1798,ER_INNODB_FT_WRONG_DOCID_INDEX,common
1799,ER_INNODB_ONLINE_LOG_TOO_BIG,common
1800,ER_UNKNOWN_ALTER_ALGORITHM,common
1801,ER_UNKNOWN_ALTER_LOCK,common
1802,ER_MTS_CHANGE_MASTER_CANT_RUN_WITH_GAPS,common
1803,ER_MTS_RECOVERY_FAILURE,common
1804,ER_MTS_RESET_WORKERS,common
1805,ER_COL_COUNT_DOESNT_MATCH_CORRUPTED_V2,common
1806,ER_SLAVE_SILENT_RETRY_TRANSACTION,common
1807,ER_DISCARD_FK_CHECKS_RUNNING,mysql
1808,ER_TABLE_SCHEMA_MISMATCH,common
1809,ER_TABLE_IN_SYSTEM_TABLESPACE,common
1810,ER_IO_READ_ERROR,common
1811,ER_IO_WRITE_ERROR,common
1812,ER_TABLESPACE_MISSING,common
1813,ER_TABLESPACE_EXISTS,common
1814,ER_TABLESPACE_DISCARDED,common
1815,ER_INTERNAL_ERROR,common
1816,ER_INNODB_IMPORT_ERROR,common
1817,ER_INNODB_INDEX_CORRUPT,common
1818,ER_INVALID_YEAR_COLUMN_LENGTH,common
1819,ER_NOT_VALID_PASSWORD,common
1820,ER_MUST_CHANGE_PASSWORD,common
1821,ER_FK_NO_INDEX_CHILD,common
1822,ER_FK_NO_INDEX_PARENT,common
1823,ER_FK_FAIL_ADD_SYSTEM,common
1824,ER_FK_CANNOT_OPEN_PARENT,common
1825,ER_FK_INCORRECT_OPTION,common
1826,ER_DUP_CONSTRAINT_NAME,mariadb
1826,ER_FK_DUP_NAME,mysql
1827,ER_PASSWORD_FORMAT,common
1828,ER_FK_COLUMN_CANNOT_DROP,common
1829,ER_FK_COLUMN_CANNOT_DROP_CHILD,common
1830,ER_FK_COLUMN_NOT_NULL,common
1831,ER_DUP_INDEX,common
1832,ER_FK_COLUMN_CANNOT_CHANGE,common
1833,ER_FK_COLUMN_CANNOT_CHANGE_CHILD,common
1834,ER_FK_CANNOT_DELETE_PARENT,mariadb
1835,ER_MALFORMED_PACKET,common
1836,ER_READ_ONLY_MODE,common
1837,ER_GTID_NEXT_TYPE_UNDEFINED_GROUP,mariadb
1837,ER_GTID_NEXT_TYPE_UNDEFINED_GTID,mysql
1838,ER_VARIABLE_NOT_SETTABLE_IN_SP,common
1839,ER_CANT_SET_GTID_PURGED_WHEN_GTID_MODE_IS_OFF,common
1840,ER_CANT_SET_GTID_PURGED_WHEN_GTID_EXECUTED_IS_NOT_EMPTY,common
1841,ER_CANT_SET_GTID_PURGED_WHEN_OWNED_GTIDS_IS_NOT_EMPTY,common
1842,ER_GTID_PURGED_WAS_CHANGED,common
1843,ER_GTID_EXECUTED_WAS_CHANGED,common
1844,ER_BINLOG_STMT_MODE_AND_NO_REPL_TABLES,common
1845,ER_ALTER_OPERATION_NOT_SUPPORTED,common
1846,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON,common
1847,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_COPY,common
1848,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_PARTITION,common
1849,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_FK_RENAME,common
1850,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_COLUMN_TYPE,common
1851,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_FK_CHECK,common
1852,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_IGNORE,mariadb
1853,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_NOPK,common
1854,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_AUTOINC,common
1855,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_HIDDEN_FTS,common
1856,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_CHANGE_FTS,common
1857,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_FTS,common
1858,ER_SQL_SLAVE_SKIP_COUNTER_NOT_SETTABLE_IN_GTID_MODE,common
1859,ER_DUP_UNKNOWN_IN_INDEX,common
1860,ER_IDENT_CAUSES_TOO_LONG_PATH,common
1861,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_NOT_NULL,common
1862,ER_MUST_CHANGE_PASSWORD_LOGIN,common
1863,ER_ROW_IN_WRONG_PARTITION,common
1864,ER_MTS_EVENT_BIGGER_PENDING_JOBS_SIZE_MAX,common
1865,ER_INNODB_NO_FT_USES_PARSER,common
1866,ER_BINLOG_LOGICAL_CORRUPTION,common
1867,ER_WARN_PURGE_LOG_IN_USE,common
1868,ER_WARN_PURGE_LOG_IS_ACTIVE,common
1869,ER_AUTO_INCREMENT_CONFLICT,common
1870,WARN_ON_BLOCKHOLE_IN_RBR,common
1871,ER_SLAVE_MI_INIT_REPOSITORY,common
1872,ER_SLAVE_RLI_INIT_REPOSITORY,common
1873,ER_ACCESS_DENIED_CHANGE_USER_ERROR,common
1874,ER_INNODB_READ_ONLY,common
1875,ER_STOP_SLAVE_SQL_THREAD_TIMEOUT,common
1876,ER_STOP_SLAVE_IO_THREAD_TIMEOUT,common
1877,ER_TABLE_CORRUPT,common
1878,ER_TEMP_FILE_WRITE_FAILURE,common
1879,ER_INNODB_FT_AUX_NOT_HEX_ID,common
1880,ER_OLD_TEMPORALS_UPGRADED,mysql
1881,ER_INNODB_FORCED_RECOVERY,mysql
1882,ER_AES_INVALID_IV,mysql
1883,ER_PLUGIN_CANNOT_BE_UNINSTALLED,mysql
1884,ER_GTID_UNSAFE_BINLOG_SPLITTABLE_STATEMENT_AND_ASSIGNED_GTID,mysql
1885,ER_SLAVE_HAS_MORE_GTIDS_THAN_MASTER,mysql
1886,ER_MISSING_KEY,mysql
1887,WARN_NAMED_PIPE_ACCESS_EVERYONE,mysql
1888,ER_FOUND_MISSING_GTIDS,mysql
1901,ER_GENERATED_COLUMN_FUNCTION_IS_NOT_ALLOWED,mariadb
1903,ER_PRIMARY_KEY_BASED_ON_GENERATED_COLUMN,mariadb
1904,ER_KEY_BASED_ON_GENERATED_VIRTUAL_COLUMN,mariadb
1905,ER_WRONG_FK_OPTION_FOR_GENERATED_COLUMN,mariadb
1906,ER_WARNING_NON_DEFAULT_VALUE_FOR_GENERATED_COLUMN,mariadb
1907,ER_UNSUPPORTED_ACTION_ON_GENERATED_COLUMN,mariadb
1910,ER_UNSUPPORTED_ENGINE_FOR_GENERATED_COLUMNS,mariadb
1911,ER_UNKNOWN_OPTION,mariadb
1912,ER_BAD_OPTION_VALUE,mariadb
1916,ER_DATA_OVERFLOW,mariadb
1917,ER_DATA_TRUNCATED,mariadb
1918,ER_BAD_DATA,mariadb
1919,ER_DYN_COL_WRONG_FORMAT,mariadb
1920,ER_DYN_COL_IMPLEMENTATION_LIMIT,mariadb
1921,ER_DYN_COL_DATA,mariadb
1922,ER_DYN_COL_WRONG_CHARSET,mariadb
1923,ER_ILLEGAL_SUBQUERY_OPTIMIZER_SWITCHES,mariadb
1924,ER_QUERY_CACHE_IS_DISABLED,mariadb
1925,ER_QUERY_CACHE_IS_GLOBALY_DISABLED,mariadb
1926,ER_VIEW_ORDERBY_IGNORED,mariadb
1927,ER_CONNECTION_KILLED,mariadb
1929,ER_INSIDE_TRANSACTION_PREVENTS_SWITCH_SKIP_REPLICATION,mariadb
1930,ER_STORED_FUNCTION_PREVENTS_SWITCH_SKIP_REPLICATION,mariadb
1931,ER_QUERY_EXCEEDED_ROWS_EXAMINED_LIMIT,mariadb
1932,ER_NO_SUCH_TABLE_IN_ENGINE,mariadb
1933,ER_TARGET_NOT_EXPLAINABLE,mariadb
1934,ER_CONNECTION_ALREADY_EXISTS,mariadb
1935,ER_MASTER_LOG_PREFIX,mariadb
1936,ER_CANT_START_STOP_SLAVE,mariadb
1937,ER_SLAVE_STARTED,mariadb
1938,ER_SLAVE_STOPPED,mariadb
1939,ER_SQL_DISCOVER_ERROR,mariadb
1940,ER_FAILED_GTID_STATE_INIT,mariadb
1941,ER_INCORRECT_GTID_STATE,mariadb
1942,ER_CANNOT_UPDATE_GTID_STATE,mariadb
1943,ER_DUPLICATE_GTID_DOMAIN,mariadb
1944,ER_GTID_OPEN_TABLE_FAILED,mariadb
1945,ER_GTID_POSITION_NOT_FOUND_IN_BINLOG,mariadb
1946,ER_CANNOT_LOAD_SLAVE_GTID_STATE,mariadb
1947,ER_MASTER_GTID_POS_CONFLICTS_WITH_BINLOG,mariadb
1948,ER_MASTER_GTID_POS_MISSING_DOMAIN,mariadb
1949,ER_UNTIL_REQUIRES_USING_GTID,mariadb
1950,ER_GTID_STRICT_OUT_OF_ORDER,mariadb
1951,ER_GTID_START_FROM_BINLOG_HOLE,mariadb
1952,ER_SLAVE_UNEXPECTED_MASTER_SWITCH,mariadb
1953,ER_INSIDE_TRANSACTION_PREVENTS_SWITCH_GTID_DOMAIN_ID_SEQ_NO,mariadb
1954,ER_STORED_FUNCTION_PREVENTS_SWITCH_GTID_DOMAIN_ID_SEQ_NO,mariadb
1955,ER_GTID_POSITION_NOT_FOUND_IN_BINLOG2,mariadb
1956,ER_BINLOG_MUST_BE_EMPTY,mariadb
1957,ER_NO_SUCH_QUERY,mariadb
1958,ER_BAD_BASE64_DATA,mariadb
1959,ER_INVALID_ROLE,mariadb
1960,ER_INVALID_CURRENT_USER,mariadb
1961,ER_CANNOT_GRANT_ROLE,mariadb
1962,ER_CANNOT_REVOKE_ROLE,mariadb
1963,ER_CHANGE_SLAVE_PARALLEL_THREADS_ACTIVE,mariadb
1964,ER_PRIOR_COMMIT_FAILED,mariadb
1965,ER_IT_IS_A_VIEW,mariadb
1966,ER_SLAVE_SKIP_NOT_IN_GTID,mariadb
1967,ER_TABLE_DEFINITION_TOO_BIG,mariadb
1968,ER_PLUGIN_INSTALLED,mariadb
1969,ER_STATEMENT_TIMEOUT,mariadb
1970,ER_SUBQUERIES_NOT_SUPPORTED,mariadb
1971,ER_SET_STATEMENT_NOT_SUPPORTED,mariadb
1973,ER_USER_CREATE_EXISTS,mariadb
1974,ER_USER_DROP_EXISTS,mariadb
1975,ER_ROLE_CREATE_EXISTS,mariadb
1976,ER_ROLE_DROP_EXISTS,mariadb
1977,ER_CANNOT_CONVERT_CHARACTER,mariadb
1978,ER_INVALID_DEFAULT_VALUE_FOR_FIELD,mariadb
1979,ER_KILL_QUERY_DENIED_ERROR,mariadb
1980,ER_NO_EIS_FOR_FIELD,mariadb
1981,ER_WARN_AGGFUNC_DEPENDENCE,mariadb
1982,WARN_INNODB_PARTITION_OPTION_IGNORED,mariadb
3000,ER_FILE_CORRUPT,mariadb
3000,ER_FILE_CORRUPT,mysql
3001,ER_ERROR_ON_MASTER,mariadb
3001,ER_ERROR_ON_MASTER,mysql
3002,ER_INCONSISTENT_ERROR,mariadb
3002,ER_INCONSISTENT_ERROR,mysql
3003,ER_STORAGE_ENGINE_NOT_LOADED,mariadb
3003,ER_STORAGE_ENGINE_NOT_LOADED,mysql
3004,ER_GET_STACKED_DA_WITHOUT_ACTIVE_HANDLER,mariadb
3004,ER_GET_STACKED_DA_WITHOUT_ACTIVE_HANDLER,mysql
3005,ER_WARN_LEGACY_SYNTAX_CONVERTED,mariadb
3005,ER_WARN_LEGACY_SYNTAX_CONVERTED,mysql
3006,ER_BINLOG_UNSAFE_FULLTEXT_PLUGIN,mariadb
3006,ER_BINLOG_UNSAFE_FULLTEXT_PLUGIN,mysql
3007,ER_CANNOT_DISCARD_TEMPORARY_TABLE,mariadb
3007,ER_CANNOT_DISCARD_TEMPORARY_TABLE,mysql
3008,ER_FK_DEPTH_EXCEEDED,mariadb
3008,ER_FK_DEPTH_EXCEEDED,mysql
3009,ER_COL_COUNT_DOESNT_MATCH_PLEASE_UPDATE_V2,mariadb
3009,ER_COL_COUNT_DOESNT_MATCH_PLEASE_UPDATE_V2,mysql
3010,ER_WARN_TRIGGER_DOESNT_HAVE_CREATED,mariadb
3010,ER_WARN_TRIGGER_DOESNT_HAVE_CREATED,mysql
